quantile,value,type,location,target,forecast_date,target_end_date
0.800,1950,quantile,35,1 wk ahead cum death,2020-12-06,2020-12-12
0.850,1957,quantile,35,1 wk ahead cum death,2020-12-06,2020-12-12
0.900,1967,quantile,35,1 wk ahead cum death,2020-12-06,2020-12-12
0.950,1979,quantile,35,1 wk ahead cum death,2020-12-06,2020-12-12
0.975,1993,quantile,35,1 wk ahead cum death,2020-12-06,2020-12-12
0.990,2010,quantile,35,1 wk ahead cum death,2020-12-06,2020-12-12
0.010,2014,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.025,2023,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.050,2038,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.100,2050,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.150,2062,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.200,2074,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.250,2083,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.300,2089,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.350,2097,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.400,2104,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.450,2112,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.500,2118,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
,2118,point,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.550,2125,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.600,2135,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.650,2144,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.700,2152,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.750,2160,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.800,2171,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.850,2183,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.900,2202,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.950,2230,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.975,2256,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.990,2274,quantile,35,2 wk ahead cum death,2020-12-06,2020-12-19
0.010,2137,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.025,2159,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.050,2177,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.100,2200,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.150,2219,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.200,2232,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.250,2244,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.300,2253,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.350,2266,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.400,2278,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.450,2288,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.500,2297,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
,2297,point,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.550,2309,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.600,2323,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.650,2335,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.700,2349,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.750,2365,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.800,2383,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.850,2405,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.900,2434,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.950,2485,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.975,2525,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.990,2568,quantile,35,3 wk ahead cum death,2020-12-06,2020-12-26
0.010,2241,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.025,2259,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.050,2288,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.100,2325,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.150,2348,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.200,2365,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.250,2382,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.300,2398,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.350,2414,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.400,2433,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.450,2449,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.500,2466,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
,2466,point,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.550,2478,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.600,2495,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.650,2508,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.700,2533,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.750,2559,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.800,2585,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.850,2624,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.900,2667,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.950,2743,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.975,2794,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.990,2847,quantile,35,4 wk ahead cum death,2020-12-06,2021-01-02
0.010,2377,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.025,2385,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.050,2394,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.100,2406,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.150,2415,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.200,2422,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.250,2429,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.300,2437,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.350,2444,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.400,2449,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.450,2455,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.500,2461,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
,2461,point,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.550,2466,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.600,2475,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.650,2482,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.700,2489,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.750,2499,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.800,2511,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.850,2523,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.900,2539,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.950,2561,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.975,2594,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.990,2626,quantile,32,1 wk ahead cum death,2020-12-06,2020-12-12
0.010,2492,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.025,2508,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.050,2526,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.100,2553,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.150,2570,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.200,2585,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.250,2599,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.300,2613,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.350,2623,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.400,2634,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.450,2648,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.500,2660,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
,2660,point,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.550,2670,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.600,2682,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.650,2694,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.700,2709,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.750,2728,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.800,2748,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.850,2765,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.900,2792,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.950,2848,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.975,2888,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.990,2944,quantile,32,2 wk ahead cum death,2020-12-06,2020-12-19
0.010,2605,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.025,2631,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.050,2655,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.100,2703,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.150,2729,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.200,2748,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.250,2769,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.300,2787,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.350,2807,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.400,2822,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.450,2840,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.500,2862,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
,2862,point,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.550,2885,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.600,2904,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.650,2931,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.700,2958,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.750,2987,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.800,3015,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.850,3052,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.900,3099,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.950,3166,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.975,3239,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.990,3340,quantile,32,3 wk ahead cum death,2020-12-06,2020-12-26
0.010,2699,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.025,2725,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.050,2778,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.100,2828,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.150,2868,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.200,2907,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.250,2934,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.300,2961,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.350,2995,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.400,3022,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.450,3054,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.500,3082,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
,3082,point,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.550,3109,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.600,3142,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.650,3167,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.700,3221,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.750,3271,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.800,3332,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.850,3400,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.900,3476,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.950,3584,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.975,3704,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.990,3826,quantile,32,4 wk ahead cum death,2020-12-06,2021-01-02
0.010,35170,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.025,35196,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.050,35228,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.100,35255,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.150,35277,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.200,35294,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.250,35310,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.300,35322,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.350,35338,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.400,35352,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.450,35367,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.500,35384,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
,35384,point,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.550,35399,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.600,35415,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.650,35432,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.700,35452,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.750,35477,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.800,35499,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.850,35531,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.900,35577,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.950,35632,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.975,35687,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.990,35741,quantile,36,1 wk ahead cum death,2020-12-06,2020-12-12
0.010,35559,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.025,35615,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.050,35666,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.100,35737,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.150,35794,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.200,35835,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.250,35878,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.300,35918,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.350,35955,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.400,35994,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.450,36028,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.500,36072,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
,36072,point,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.550,36108,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.600,36145,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.650,36190,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.700,36231,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.750,36270,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.800,36340,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.850,36419,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.900,36518,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.950,36671,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.975,36790,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.990,36974,quantile,36,2 wk ahead cum death,2020-12-06,2020-12-19
0.010,35967,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.025,36061,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.050,36160,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.100,36311,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.150,36406,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.200,36496,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.250,36572,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.300,36650,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.350,36734,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.400,36816,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.450,36914,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.500,37006,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
,37006,point,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.550,37071,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.600,37151,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.650,37248,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.700,37351,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.750,37480,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.800,37607,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.850,37763,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.900,37978,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.950,38257,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.975,38494,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.990,39171,quantile,36,3 wk ahead cum death,2020-12-06,2020-12-26
0.010,36339,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.025,36494,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.050,36646,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.100,36879,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.150,37076,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.200,37231,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.250,37419,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.300,37606,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.350,37743,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.400,37897,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.450,38068,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.500,38288,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
,38288,point,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.550,38445,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.600,38590,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.650,38780,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.700,38976,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.750,39208,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.800,39499,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.850,39881,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.900,40370,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.950,41155,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.975,41796,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.990,42769,quantile,36,4 wk ahead cum death,2020-12-06,2021-01-02
0.010,7165,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.025,7208,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.050,7235,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.100,7273,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.150,7296,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.200,7321,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.250,7338,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.300,7354,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.350,7372,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.400,7391,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.450,7411,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.500,7430,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
,7430,point,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.550,7453,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.600,7477,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.650,7498,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.700,7526,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.750,7554,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.800,7587,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.850,7625,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.900,7674,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.950,7736,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.975,7803,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.990,7854,quantile,39,1 wk ahead cum death,2020-12-06,2020-12-12
0.010,7566,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.025,7636,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.050,7685,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.100,7752,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.150,7803,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.200,7853,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.250,7899,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.300,7927,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.350,7952,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.400,7983,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.450,8011,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.500,8047,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
,8047,point,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.550,8087,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.600,8126,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.650,8167,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.700,8220,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.750,8266,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.800,8322,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.850,8389,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.900,8479,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.950,8585,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.975,8678,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.990,8815,quantile,39,2 wk ahead cum death,2020-12-06,2020-12-19
0.010,7995,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.025,8057,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.050,8147,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.100,8261,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.150,8337,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.200,8394,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.250,8447,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.300,8504,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.350,8558,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.400,8599,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.450,8639,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.500,8702,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
,8702,point,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.550,8757,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.600,8807,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.650,8863,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.700,8945,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.750,9024,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.800,9110,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.850,9194,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.900,9330,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.950,9516,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.975,9647,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.990,9809,quantile,39,3 wk ahead cum death,2020-12-06,2020-12-26
0.010,8358,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.025,8436,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.050,8541,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.100,8743,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.150,8855,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.200,8946,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.250,9015,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.300,9089,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.350,9149,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.400,9209,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.450,9279,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.500,9344,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
,9344,point,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.550,9430,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.600,9536,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.650,9626,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.700,9707,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.750,9817,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.800,9959,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.850,10109,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.900,10297,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.950,10563,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.975,10783,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.990,11092,quantile,39,4 wk ahead cum death,2020-12-06,2021-01-02
0.010,1965,quantile,40,1 wk ahead cum death,2020-12-06,2020-12-12
0.025,1973,quantile,40,1 wk ahead cum death,2020-12-06,2020-12-12
0.050,1980,quantile,40,1 wk ahead cum death,2020-12-06,2020-12-12
